"10033","Ninja Express","Ship",3217536,3,3,6,"medium",4221,"0","M",143640,"Sumatera Barat"
"10034","JNE","Ship",2844072,4,2,2,"high",5662,"0","M",28728,"Sulawesi Tengah"
"10035","SiCepat","Ship",1465128,4,4,3,"high",5644,"1","F",129276,"Jambi"
"10036","TIKI","Ship",3145716,3,3,3,"high",4321,"0","M",71820,"Sumatera Selatan"
"10037","J&T","Ship",3447360,4,5,5,"medium",4314,"0","M",114912,"Jawa Timur"
"10038","JNE","Ship",3188808,3,2,2,"medium",4021,"1","M",14364,"Sulawesi Barat"
"10039","Ninja Express","Ship",3174444,2,2,2,"medium",4500,"1","F",43092,"Bengkulu"
"1004","JNE","Ship",3648456,3,3,3,"medium",2837,"1","M",43092,"Aceh"
"10040","JNE","Ship",3289356,5,3,2,"medium",5294,"1","F",14364,"Kepulauan Riau"
"10041","SiCepat","Ship",2097144,5,2,3,"low",4725,"0","F",71820,"Kalimantan Utara"
"10042","TIKI","Ship",2370060,3,3,2,"low",5661,"0","M",14364,"Papua"
"10043","J&T","Ship",2872800,4,4,3,"low",5807,"1","F",100548,"Maluku Utara"
"10044","JNE","Ship",3332448,4,2,2,"low",4907,"0","M",71820,"Jawa Tengah"
"10045","Ninja Express","Ship",3447360,5,5,2,"low",5655,"0","F",28728,"Sulawesi Barat"
"10046","JNE","Ship",3447360,5,4,4,"medium",4552,"1","M",100548,"DKI Jakarta"
"10047","SiCepat","Ship",2686068,3,2,3,"medium",5334,"0","F",100548,"Gorontalo"
"10048","TIKI","Ship",3432996,5,4,3,"low",4960,"0","F",100548,"Sulawesi Selatan"
"10049","J&T","Ship",2456244,3,1,4,"medium",5398,"0","F",86184,"DKI Jakarta"
"1005","SiCepat","Ship",2097144,3,2,6,"medium",1162,"1","F",890568,"Banten"
"10050","JNE","Ship",3432996,4,2,4,"medium",4039,"0","M",114912,"Jawa Barat"
"10051","Ninja Express","Ship",2384424,4,2,5,"low",4493,"0","M",114912,"Riau"
"10052","JNE","Ship",1623132,6,1,2,"medium",5234,"1","F",100548,"Riau"
"10053","SiCepat","Ship",1493856,4,3,5,"low",4617,"1","F",86184,"Sulawesi Utara"
"10054","TIKI","Ship",3878280,3,4,3,"medium",5417,"0","F",143640,"Kalimantan Timur"
"10055","J&T","Ship",2082780,5,1,2,"medium",4485,"1","M",114912,"Kalimantan Selatan"
"10056","JNE","Ship",2456244,3,5,3,"medium",4075,"1","M",71820,"Maluku"
"10057","Ninja Express","Ship",2298240,4,5,3,"low",5799,"1","F",129276,"Kepulauan Riau"
"10058","JNE","Ship",3016440,4,2,2,"medium",5437,"1","F",14364,"Sulawesi Tenggara"
"10059","SiCepat","Ship",3677184,4,1,4,"medium",5324,"0","F",43092,"DKI Jakarta"
"1006","TIKI","Ship",3892644,5,1,2,"high",2744,"1","M",660744,"Kalimantan Utara"
"10060","TIKI","Ship",2226420,4,5,3,"low",5315,"1","F",143640,"Aceh"
"10061","J&T","Ship",1809864,5,1,5,"medium",5659,"1","F",28728,"Nusa Tenggara Timur"
"10062","JNE","Ship",2714796,3,1,3,"low",4886,"0","M",14364,"Sumatera Barat"
"10063","Ninja Express","Ship",2958984,4,1,3,"high",5013,"1","M",28728,"DIY Yogyakarta"
"10064","JNE","Ship",3476088,4,3,2,"medium",5879,"0","M",28728,"Lampung"
"10065","SiCepat","Ship",3705912,3,1,2,"low",5262,"0","F",57456,"Sulawesi Selatan"
"10066","TIKI","Ship",2815344,4,4,4,"low",4871,"1","F",143640,"Sulawesi Barat"
"10067","J&T","Ship",3002076,3,3,3,"low",5186,"0","M",14364,"Sulawesi Barat"
"10068","JNE","Ship",3720276,4,4,2,"low",4308,"1","M",86184,"Kalimantan Utara"
"10069","Ninja Express","Ship",2010960,2,1,2,"medium",4965,"0","F",114912,"Sumatera Utara"
"1007","J&T","Ship",2657340,3,1,2,"medium",2803,"1","F",603288,"Bali"
"10070","JNE","Ship",2025324,5,3,2,"medium",4651,"0","F",143640,"Sulawesi Tengah"
"10071","SiCepat","Ship",2298240,3,1,2,"medium",4435,"1","M",71820,"Papua"
"10072","TIKI","Ship",2987712,5,4,4,"medium",4116,"0","F",114912,"Lampung"
"10073","J&T","Ship",2844072,3,4,3,"low",5322,"0","F",43092,"Sumatera Utara"
"10074","JNE","Ship",3792096,4,4,3,"low",5959,"1","M",86184,"Kalimantan Timur"
"10075","Ninja Express","Ship",1953504,4,3,4,"low",5911,"0","M",143640,"Nusa Tenggara Timur"
"10076","JNE","Ship",3174444,4,4,4,"low",5595,"1","F",28728,"Sulawesi Tenggara"
"10077","SiCepat","Ship",3476088,5,3,3,"low",4889,"1","F",143640,"Sumatera Utara"
"10078","TIKI","Ship",2326968,4,2,3,"low",5614,"0","M",100548,"Bali"
"10079","J&T","Ship",3705912,4,5,3,"low",5422,"1","F",43092,"Kalimantan Timur"
"1008","JNE","Ship",2441880,4,5,3,"low",1138,"1","F",129276,"Kalimantan Tengah"
"10080","JNE","Ship",2470608,5,3,3,"medium",4056,"0","F",43092,"Sumatera Selatan"
"10081","Ninja Express","Ship",3188808,4,4,4,"medium",4733,"0","M",86184,"Aceh"
"10082","JNE","Ship",3088260,3,2,2,"low",4305,"0","F",100548,"Kalimantan Selatan"
"10083","SiCepat","Ship",2355696,3,4,2,"low",4067,"1","M",14364,"Sulawesi Tengah"
"10084","TIKI","Ship",3346812,5,1,3,"low",5560,"0","F",86184,"Jawa Barat"
"10085","J&T","Ship",3576636,4,4,3,"medium",5743,"0","F",14364,"Gorontalo"
"10086","JNE","Ship",3116988,4,5,3,"low",5380,"1","F",43092,"Sumatera Barat"
"10087","Ninja Express","Ship",3734640,4,3,3,"low",4796,"0","M",14364,"Bali"
"10088","JNE","Ship",3145716,4,1,2,"medium",5314,"0","M",86184,"Riau"
"10089","SiCepat","Ship",3835188,4,1,4,"medium",4024,"0","M",28728,"Sumatera Utara"
"1009","Ninja Express","Ship",3806460,4,1,2,"medium",3327,"1","M",258552,"Jawa Barat"
"10090","TIKI","Ship",1967868,5,3,4,"low",4754,"0","F",129276,"Kalimantan Barat"
"10091","J&T","Ship",2025324,4,5,2,"low",4395,"1","M",14364,"Aceh"
"10092","JNE","Ship",2887164,4,2,2,"medium",5729,"0","M",86184,"Nusa Tenggara Timur"
"10093","Ninja Express","Ship",1795500,5,1,4,"medium",5595,"0","M",43092,"Lampung"
"10094","JNE","Ship",2484972,3,1,2,"medium",5927,"1","F",14364,"Lampung"
"10095","SiCepat","Ship",3892644,3,5,2,"medium",4020,"1","F",86184,"Jawa Barat"
"10096","TIKI","Ship",3490452,4,5,3,"low",5263,"0","M",129276,"Nusa Tenggara Barat"
"10097","J&T","Ship",2168964,5,1,3,"low",4895,"0","F",129276,"DKI Jakarta"
"10098","JNE","Ship",3217536,4,4,4,"medium",4503,"1","F",28728,"DKI Jakarta"
"10099","Ninja Express","Ship",2025324,3,2,3,"low",4682,"0","M",100548,"Riau"
"101","J&T","Ship",2054052,5,3,2,"medium",1837,"1","M",847476,"Sulawesi Tenggara"
"1010","JNE","Ship",2039688,4,4,4,"low",1777,"1","F",114912,"Sulawesi Selatan"
"10100","JNE","Ship",1910412,3,2,3,"medium",5803,"0","M",143640,"Gorontalo"
"10101","SiCepat","Ship",3432996,3,2,3,"low",5628,"1","M",57456,"Jawa Barat"
"10102","TIKI","Ship",2915892,4,3,2,"low",5597,"0","M",114912,"Aceh"
"10103","J&T","Ship",3160080,4,2,3,"low",5896,"0","F",129276,"DIY Yogyakarta"
"10104","JNE","Ship",3045168,4,3,2,"low",5513,"0","M",114912,"Nusa Tenggara Timur"
"10105","Ninja Express","Ship",3619728,2,4,4,"medium",4787,"0","M",57456,"Bengkulu"
"10106","JNE","Ship",3806460,5,5,3,"low",5637,"0","M",43092,"Sulawesi Barat"
"10107","SiCepat","Ship",2858436,4,2,3,"low",5342,"0","M",100548,"Jawa Timur"
"10108","TIKI","Ship",3002076,3,5,3,"high",5413,"0","F",57456,"Maluku"
"10109","J&T","Ship",3648456,4,5,3,"low",4363,"0","F",100548,"DKI Jakarta"
"1011","SiCepat","Ship",3274992,2,5,2,"low",3024,"1","F",703836,"Kepulauan Riau"
"10110","JNE","Ship",3102624,2,3,3,"high",4032,"1","M",129276,"Jawa Timur"
"10111","Ninja Express","Ship",2815344,5,4,2,"medium",5515,"0","M",28728,"Papua Barat"
"10112","JNE","Road",3705912,4,4,3,"high",5420,"0","M",28728,"Riau"
"10113","SiCepat","Road",1967868,3,3,3,"high",5794,"1","M",100548,"Gorontalo"
"10114","TIKI","Road",4050648,6,5,4,"low",4901,"0","M",143640,"Banten"
"10115","J&T","Road",2240784,3,2,2,"medium",4276,"0","M",143640,"Sulawesi Tenggara"
"10116","JNE","Road",3404268,4,5,5,"medium",4917,"0","M",57456,"Gorontalo"
"10117","Ninja Express","Road",2441880,4,5,3,"medium",4695,"1","M",43092,"Kalimantan Barat"
"10118","JNE","Road",3490452,4,1,3,"high",4277,"0","F",129276,"Sulawesi Utara"
"10119","SiCepat","Road",2341332,4,5,3,"medium",4887,"0","F",28728,"Nusa Tenggara Barat"
"1012","TIKI","Ship",3763368,4,5,4,"low",2871,"1","M",229824,"Gorontalo"
"10120","TIKI","Road",3691548,3,4,3,"low",4883,"0","F",57456,"Kalimantan Utara"
"10121","J&T","Road",2571156,5,4,6,"medium",5433,"0","M",14364,"Kalimantan Selatan"
"10122","JNE","Road",3935736,3,3,4,"medium",4828,"0","F",100548,"Jambi"
"10123","Ninja Express","Road",2499336,3,4,2,"low",4295,"1","F",57456,"Sulawesi Barat"
"10124","JNE","Road",2326968,4,2,6,"low",4094,"0","F",57456,"DKI Jakarta"
"10125","SiCepat","Road",3863916,6,2,6,"medium",4423,"0","M",57456,"Jawa Barat"
"10126","TIKI","Road",2111508,4,1,2,"low",4600,"1","M",114912,"Kalimantan Timur"
"10127","J&T","Road",4108104,6,4,4,"medium",4262,"0","F",71820,"Nusa Tenggara Timur"
"10128","JNE","Road",3892644,2,5,3,"low",5471,"1","F",86184,"Sumatera Selatan"
"10129","Ninja Express","Road",1867320,5,2,4,"high",4371,"0","M",57456,"Nusa Tenggara Barat"
"1013","J&T","Ship",2944620,3,3,2,"medium",2427,"1","F",775656,"Sumatera Utara"
"10130","JNE","Road",3705912,4,5,2,"medium",4303,"1","F",28728,"DIY Yogyakarta"
"10131","SiCepat","Road",2168964,5,1,3,"medium",4981,"0","F",14364,"Kalimantan Timur"
"10132","TIKI","Road",2987712,5,4,8,"medium",5155,"1","F",57456,"Sumatera Barat"
"10133","J&T","Road",1967868,6,2,10,"low",4510,"0","F",71820,"Sulawesi Tengah"
"10134","JNE","Flight",3591000,3,1,3,"medium",5509,"0","F",114912,"Bengkulu"
"10135","Ninja Express","Flight",3030804,4,5,2,"low",4106,"1","F",57456,"Kepulauan Riau"
"10136","JNE","Flight",2815344,4,1,3,"medium",5216,"1","F",129276,"Gorontalo"
"10137","SiCepat","Flight",2499336,3,4,3,"low",5366,"1","F",43092,"Maluku"
"10138","TIKI","Flight",3978828,6,5,4,"medium",1845,"1","F",71820,"Sulawesi Tenggara"
"10139","J&T","Flight",4079376,6,2,4,"low",1181,"1","F",100548,"Jambi"
"1014","JNE","Ship",2556792,4,1,2,"high",1362,"1","M",560196,"Jawa Timur"
"10140","JNE","Flight",3705912,4,5,5,"low",1162,"0","M",43092,"Sulawesi Tengah"
"10141","Ninja Express","Flight",3648456,7,1,4,"low",1876,"0","M",129276,"Sulawesi Tengah"
"10142","JNE","Flight",3777732,5,5,5,"medium",1789,"1","M",143640,"Kalimantan Timur"
"10143","SiCepat","Flight",3835188,6,5,4,"low",1550,"0","M",43092,"Maluku"
"10144","TIKI","Flight",3547908,6,4,4,"medium",1858,"1","M",28728,"Banten"
"10145","J&T","Flight",3346812,5,1,5,"medium",1622,"0","M",57456,"Sulawesi Selatan"
"10146","JNE","Flight",3648456,7,5,4,"medium",1014,"0","F",86184,"Nusa Tenggara Timur"
"10147","Ninja Express","Flight",4151196,6,3,5,"medium",1949,"1","F",14364,"Kalimantan Barat"
"10148","JNE","Flight",4050648,6,2,4,"medium",1385,"0","F",129276,"Sumatera Utara"
"10149","SiCepat","Flight",3490452,5,3,6,"medium",1189,"1","F",143640,"Kepulauan Riau"
"1015","Ninja Express","Ship",2197692,2,2,2,"low",1130,"1","M",660744,"Sulawesi Tenggara"
"10150","TIKI","Flight",3490452,5,1,5,"medium",1732,"0","M",114912,"Sumatera Selatan"
"10151","J&T","Flight",3274992,4,5,5,"low",1996,"0","M",28728,"Jambi"
"10152","JNE","Flight",3375540,5,4,5,"low",1549,"0","F",114912,"Kepulauan Riau"
"10153","Ninja Express","Flight",3935736,4,1,6,"low",1141,"1","M",114912,"Bangka Belitung"
"10154","JNE","Flight",3648456,6,3,5,"medium",1615,"1","F",100548,"Gorontalo"
"10155","SiCepat","Flight",3404268,4,4,5,"medium",4586,"0","F",86184,"Sumatera Utara"
"10156","TIKI","Ship",2441880,4,4,3,"medium",4062,"0","M",57456,"Sumatera Barat"
"10157","J&T","Ship",3490452,4,4,3,"high",5082,"1","F",57456,"Kalimantan Selatan"
"10158","JNE","Ship",2341332,4,5,3,"medium",4049,"1","M",14364,"Banten"
"10159","Ninja Express","Ship",3691548,3,3,3,"low",4937,"1","M",71820,"Jawa Barat"
"1016","JNE","Ship",2671704,3,4,2,"low",3447,"1","M",904932,"Jawa Barat"
"10160","JNE","Ship",2571156,5,3,6,"medium",4930,"1","M",14364,"Sumatera Selatan"
"10161","SiCepat","Ship",3935736,3,1,4,"medium",4057,"0","M",57456,"Lampung"
"10162","TIKI","Ship",2499336,3,4,2,"low",4596,"0","M",100548,"Maluku"
"10163","J&T","Ship",2326968,4,1,6,"low",5525,"1","M",14364,"Sulawesi Tenggara"
"10164","JNE","Ship",3863916,6,1,6,"medium",5363,"0","F",28728,"Lampung"
"10165","Ninja Express","Ship",2111508,4,3,2,"low",5431,"0","M",28728,"Sulawesi Tenggara"
"10166","JNE","Ship",4108104,6,5,4,"medium",4889,"0","F",57456,"Kalimantan Utara"
"10167","SiCepat","Ship",3892644,2,5,3,"low",4185,"0","M",129276,"Jawa Tengah"
"10168","TIKI","Ship",1867320,5,1,4,"high",4946,"1","F",129276,"Nusa Tenggara Barat"
"10169","J&T","Ship",3705912,4,4,2,"medium",4562,"0","F",71820,"Sumatera Selatan"
"1017","SiCepat","Ship",2398788,4,1,3,"high",1403,"1","F",316008,"Kalimantan Barat"
"10170","JNE","Ship",2168964,5,5,3,"medium",5506,"0","M",28728,"Maluku Utara"
"10171","Ninja Express","Ship",2987712,5,2,8,"medium",4751,"0","M",71820,"Kalimantan Timur"
"10172","JNE","Ship",1967868,6,2,10,"low",4490,"0","F",57456,"Banten"
"10173","SiCepat","Ship",3591000,3,2,3,"medium",4636,"0","M",86184,"Kalimantan Barat"
"10174","TIKI","Ship",3030804,4,3,2,"low",5473,"1","F",86184,"Jawa Timur"
"10175","J&T","Ship",2815344,4,4,3,"medium",4320,"1","F",28728,"Maluku"
"10176","JNE","Ship",2499336,3,2,3,"low",5207,"1","F",43092,"Kalimantan Timur"
"10177","Ninja Express","Ship",3978828,6,3,4,"medium",1433,"0","F",86184,"Maluku"
"10178","JNE","Ship",4079376,6,3,4,"low",1291,"0","F",43092,"Papua Barat"
"10179","SiCepat","Ship",3705912,4,4,5,"low",1947,"1","M",129276,"Sulawesi Tenggara"
"1018","TIKI","Ship",2125872,3,3,2,"low",1950,"1","M",603288,"Riau"
"10180","TIKI","Ship",3648456,7,2,4,"low",1006,"0","M",86184,"Papua"
"10181","J&T","Ship",3777732,5,5,5,"medium",1417,"0","M",28728,"Sumatera Selatan"
"10182","JNE","Ship",3835188,6,1,4,"low",1146,"1","M",129276,"Papua"
"10183","Ninja Express","Ship",3547908,6,2,4,"medium",1118,"0","M",43092,"Jawa Tengah"
"10184","JNE","Ship",3346812,5,3,5,"medium",1398,"0","F",43092,"Sulawesi Tengah"
"10185","SiCepat","Ship",3648456,7,5,4,"medium",1347,"0","F",14364,"Jawa Barat"
"10186","TIKI","Ship",4151196,6,2,5,"medium",1607,"1","F",143640,"Kalimantan Timur"
"10187","J&T","Ship",4050648,6,3,4,"medium",1375,"0","F",114912,"Papua"
"10188","JNE","Ship",3490452,5,2,6,"medium",1752,"0","M",100548,"Sulawesi Tenggara"
"10189","Ninja Express","Ship",3490452,5,4,5,"medium",1813,"0","F",57456,"Sumatera Barat"
"1019","J&T","Ship",2398788,3,2,2,"low",1010,"1","M",28728,"Sulawesi Utara"
"10190","JNE","Ship",3274992,4,1,5,"low",1874,"0","F",86184,"DKI Jakarta"
"10191","SiCepat","Ship",3375540,5,5,5,"low",1332,"1","M",114912,"Bengkulu"
"10192","TIKI","Ship",4395384,7,3,4,"low",1630,"0","F",57456,"Nusa Tenggara Timur"
"10193","J&T","Ship",2714796,6,1,2,"low",1269,"0","F",86184,"Banten"
"10194","JNE","Ship",4021920,6,4,4,"low",1831,"1","M",57456,"Gorontalo"
"10195","Ninja Express","Ship",4452840,6,4,4,"medium",1494,"1","M",14364,"Bangka Belitung"
"10196","JNE","Ship",3792096,4,3,6,"medium",1962,"1","F",143640,"Banten"
"10197","SiCepat","Ship",3490452,5,5,6,"low",1348,"0","M",129276,"Jawa Barat"
"10198","TIKI","Ship",3519180,5,5,5,"low",1252,"0","M",71820,"Banten"
"10199","J&T","Ship",3432996,5,5,6,"low",1384,"0","M",14364,"DKI Jakarta"
"102","JNE","Ship",3260628,5,5,4,"low",2624,"1","M",761292,"Sumatera Utara"
"1020","JNE","Ship",3749004,3,2,5,"medium",2488,"1","M",646380,"Sulawesi Barat"
"10200","JNE","Ship",3562272,4,3,5,"low",1789,"1","F",100548,"Aceh"
"10201","Ninja Express","Ship",3849552,6,1,4,"low",1654,"1","F",14364,"Papua"
"10202","JNE","Ship",3892644,6,4,4,"low",1503,"0","F",86184,"Kalimantan Timur"
"10203","SiCepat","Ship",3346812,4,5,5,"low",1040,"1","F",114912,"Jawa Barat"
"10204","TIKI","Ship",3519180,5,1,5,"low",1694,"1","M",129276,"Kalimantan Utara"
"10205","J&T","Ship",3562272,5,2,5,"medium",1845,"1","F",14364,"Sulawesi Utara"
"10206","JNE","Ship",3361176,5,2,5,"medium",1703,"0","M",86184,"Aceh"
"10207","Ninja Express","Ship",3720276,4,2,5,"medium",1054,"0","F",28728,"Nusa Tenggara Timur"
"10208","JNE","Ship",3720276,5,1,6,"low",1876,"0","F",28728,"Kalimantan Timur"
"10209","SiCepat","Ship",3777732,5,2,6,"low",1851,"0","M",28728,"Bali"
"1021","Ninja Express","Ship",2384424,3,4,3,"medium",1095,"1","M",617652,"Kalimantan Utara"
"10210","TIKI","Ship",2269512,3,1,5,"low",1171,"1","M",57456,"Banten"
"10211","J&T","Ship",3878280,5,5,5,"low",1852,"1","M",71820,"Jawa Tengah"
"10212","JNE","Ship",3892644,4,3,5,"low",1555,"1","M",86184,"Jambi"
"10213","Ninja Express","Ship",3404268,5,5,5,"medium",1709,"0","F",129276,"Nusa Tenggara Barat"
"10214","JNE","Ship",3591000,6,1,4,"medium",1747,"0","M",71820,"Nusa Tenggara Barat"
"10215","SiCepat","Ship",3878280,4,2,5,"low",1340,"0","F",143640,"Papua Barat"
"10216","TIKI","Ship",3476088,4,5,6,"low",1858,"0","F",129276,"Kalimantan Utara"
"10217","J&T","Ship",3892644,5,1,5,"low",1557,"1","F",57456,"Jambi"
"10218","JNE","Ship",3648456,4,3,5,"low",1851,"0","F",114912,"Kalimantan Barat"
"10219","Ninja Express","Ship",3935736,5,3,5,"medium",1696,"1","M",100548,"Sulawesi Tenggara"
"1022","JNE","Ship",3246264,3,1,2,"low",2319,"1","M",258552,"Maluku"
"10220","JNE","Ship",3576636,4,3,5,"low",1067,"1","F",143640,"Sulawesi Selatan"
"10221","SiCepat","Ship",3519180,4,3,5,"low",1182,"0","M",100548,"Nusa Tenggara Barat"
"10222","TIKI","Ship",3404268,4,5,5,"low",1978,"1","F",129276,"Jawa Timur"
"10223","J&T","Ship",3418632,4,3,6,"low",1898,"0","M",28728,"Kepulauan Riau"
"10224","JNE","Ship",3476088,5,3,5,"low",1681,"0","F",86184,"Kalimantan Timur"
"10225","Ninja Express","Ship",3116988,5,5,6,"medium",1761,"0","M",14364,"Papua Barat"
"10226","JNE","Ship",3476088,4,2,6,"low",1531,"1","F",143640,"DIY Yogyakarta"
"10227","SiCepat","Ship",3806460,6,1,4,"low",1345,"1","F",14364,"Sumatera Utara"
"10228","TIKI","Ship",3835188,3,4,3,"low",4566,"0","F",43092,"Papua Barat"
"10229","J&T","Ship",3418632,3,1,2,"low",5158,"0","M",129276,"Jawa Tengah"
"1023","SiCepat","Ship",3734640,3,4,3,"low",2003,"1","F",301644,"Kalimantan Selatan"
"10230","JNE","Ship",4079376,5,3,5,"medium",5343,"1","F",57456,"Aceh"
"10231","Ninja Express","Ship",1967868,4,3,3,"medium",4854,"1","M",71820,"Sulawesi Barat"
"10232","JNE","Ship",3332448,2,1,6,"low",5281,"1","F",28728,"Sulawesi Utara"
"10233","SiCepat","Ship",3763368,3,3,2,"low",5951,"1","F",143640,"Kepulauan Riau"
"10234","TIKI","Ship",2269512,5,1,2,"medium",4873,"0","M",86184,"Sulawesi Utara"
"10235","J&T","Ship",3246264,5,5,4,"low",5676,"1","F",143640,"Sulawesi Tengah"
"10236","JNE","Ship",2858436,4,3,2,"low",5855,"0","M",57456,"Kepulauan Riau"
"10237","Ninja Express","Ship",2513700,4,4,2,"medium",4927,"0","F",143640,"Bali"
"10238","JNE","Ship",3346812,5,1,3,"low",5039,"0","F",129276,"Sumatera Utara"
"10239","SiCepat","Ship",1594404,2,5,2,"low",4038,"1","F",71820,"Jawa Timur"
"1024","TIKI","Ship",3533544,5,1,3,"medium",3993,"1","F",632016,"Kalimantan Tengah"
"10240","TIKI","Ship",3131352,5,2,3,"low",5363,"1","M",57456,"Kalimantan Selatan"
"10241","J&T","Ship",2714796,5,1,4,"low",4166,"1","F",143640,"Kepulauan Riau"
"10242","JNE","Ship",3691548,4,3,3,"low",5944,"0","M",114912,"DIY Yogyakarta"
"10243","Ninja Express","Ship",2298240,4,2,3,"low",4492,"0","M",71820,"Aceh"
"10244","JNE","Ship",2829708,3,3,3,"low",4858,"1","F",57456,"Sumatera Barat"
"10245","SiCepat","Ship",4065012,3,5,2,"low",4207,"0","M",28728,"Bali"
"10246","TIKI","Ship",2829708,5,5,4,"low",4141,"1","F",100548,"Sulawesi Selatan"
"10247","J&T","Ship",3720276,3,1,4,"low",4084,"1","F",129276,"Sulawesi Selatan"
"10248","JNE","Ship",2800980,4,3,3,"medium",5863,"0","M",71820,"Kepulauan Riau"
"10249","Ninja Express","Road",2283876,3,1,2,"medium",4906,"1","M",71820,"Sulawesi Tengah"
"1025","J&T","Ship",3174444,3,2,3,"low",3686,"1","F",301644,"Papua"
"10250","JNE","Road",3835188,3,1,3,"medium",5415,"1","F",114912,"Kalimantan Utara"
"10251","SiCepat","Road",2226420,5,2,3,"low",4485,"1","F",143640,"DKI Jakarta"
"10252","TIKI","Road",3835188,3,1,2,"low",5744,"0","F",129276,"Sumatera Utara"
"10253","J&T","Road",3432996,4,1,3,"medium",4930,"1","F",129276,"Kalimantan Barat"
"10254","JNE","Road",3777732,3,1,3,"high",4911,"0","M",143640,"Sulawesi Selatan"
"10255","Ninja Express","Road",3116988,3,5,3,"medium",5433,"0","M",43092,"Sumatera Barat"
"10256","JNE","Road",2484972,4,3,3,"low",4793,"1","M",57456,"Kalimantan Barat"
"10257","SiCepat","Road",2341332,2,2,3,"low",5887,"0","M",71820,"Jawa Barat"
"10258","TIKI","Road",3332448,5,5,5,"low",5561,"0","F",28728,"DIY Yogyakarta"
"10259","J&T","Road",2226420,3,3,3,"medium",4957,"1","M",71820,"Kalimantan Tengah"
"1026","JNE","Ship",2743524,5,4,4,"medium",2039,"1","M",904932,"Maluku Utara"
